,certif_AFNOR,certif_DHV,certif_EN,certif_MISC,certification,flat_AR,flat_area,flat_span,manufacturer,name,proj_AR,proj_area,proj_span,ptv_maxi,ptv_mini,size,source,weight,year
3721,,DHV_2,,,DHV_2,6.03,24.67,12.2,airwave,magic3,5.3,21.65,10.7,85,65,S,Para2000,7.0,2003
3722,,DHV_2,,,DHV_2,6.03,26.77,12.7,airwave,magic3,5.3,23.49,11.15,105,80,M,Para2000,7.5,2003
3723,,DHV_2,,,DHV_2,6.03,28.95,13.2,airwave,magic3,5.3,25.41,11.6,125,100,L,Para2000,8.1,2003
3724,,,,Load,Load,6.22,18.35,10.7,airwave,magic4,4.38,15.5,8.24,55,40,XXS,Para2000,4.3,2007
3725,,,,Load,Load,6.22,21.87,11.7,airwave,magic4,4.38,18.47,9.0,75,50,XS,Para2000,5.2,2007
3726,,DHV_2,,,DHV_2,6.22,23.81,12.2,airwave,magic4,4.38,20.11,9.4,90,65,S,Para2000,5.6,2006
3727,,DHV_2,,,DHV_2,6.22,25.84,12.7,airwave,magic4,4.38,21.82,9.8,105,80,M,Para2000,6.1,2006
3728,,DHV_2,,,DHV_2,6.22,26.88,12.93,airwave,magic4,4.38,22.7,9.97,115,90,ML,Para2000,6.3,2006
3729,,DHV_2,,,DHV_2,6.22,27.95,13.2,airwave,magic4,4.38,23.6,10.2,125,95,L,Para2000,6.6,2006
3730,,DHV_2,D,,D,6.4,23.48,12.3,airwave,magic5,4.63,20.07,9.64,90,65,S,Para2000,5.5,2008
3731,,,D,,D,6.4,25.48,12.77,airwave,magic5,4.63,21.78,10.04,105,80,M,Para2000,6.0,2008
3732,,,D,,D,6.4,27.03,13.2,airwave,magic5,4.63,23.11,10.35,120,105,L,Para2000,6.4,2008
3733,,,,,,2.4,16.3,6.2,harley,magic7,,,,65,49,175,Para2000,4.1,1987
3734,,,,,,2.4,18.6,6.7,harley,magic7,,,,74,56,200,Para2000,4.6,1987
3735,,,,,,2.6,15.8,6.4,harley,magic9,,,,63,47,170,Para2000,3.9,1987
3736,,,,,,2.6,18.6,7.0,harley,magic9,,,,74,56,200,Para2000,4.6,1987
3737,,,,,,2.8,17.3,7.0,harley,magic10,,,,69,52,186,Para2000,4.3,1987
3738,,,,,,2.8,26.2,8.6,harley,magic10,,,,105,79,282,Para2000,6.6,1987
3739,,,,,,3.0,30.4,9.5,harley,magic11,,,,122,91,327,Para2000,7.6,1987
3740,,,,,,4.2,26.8,10.6,vs,magicalta,,,,100,80,,Para2000,5.0,1988
3741,,DHV_1,,,DHV_1,4.0,24.0,9.8,cloud,magiccloud,,,,75,65,24,Para2000,4.7,1990
3742,,DHV_1,,,DHV_1,4.0,27.0,10.4,cloud,magiccloud,,,,135,85,27,Para2000,5.0,1990
3743,,,,,,4.0,20.8,9.2,vs,magice,,,,80,60,22,Para2000,4.0,1987
3744,,,,,,4.1,24.4,9.9,vs,magice,,,,90,70,24,Para2000,4.3,1987
3745,,,,,,4.1,24.4,9.9,vs,magicem,,,,90,70,24,Para2000,4.3,1988
3746,,,,Load,Load,6.26,24.15,12.3,airwave,magicfr,4.74,21.0,9.97,97,80,SM,Para2000,7.7,2004
3747,,,,Load,Load,6.26,26.0,12.68,airwave,magicfr,4.74,23.0,10.28,109,90,M,Para2000,8.2,2004
3748,,,,Load,Load,6.26,28.12,13.19,airwave,magicfr,4.74,24.88,13.19,123,100,L,Para2000,8.9,2004
3749,,,,Load,Load,7.15,20.25,12.04,airwave,magicfr2,5.47,17.66,9.83,92,82,20,Para2000,4.9,2005
3750,,,,Load,Load,7.18,21.46,12.41,airwave,magicfr2,5.5,18.69,10.14,98,88,21.5,Para2000,5.1,2005
3751,,,,Load,Load,7.18,22.67,12.76,airwave,magicfr2,5.5,19.75,10.42,106,96,23,Para2000,5.5,2005
3752,,,,Load,Load,7.18,24.52,13.27,airwave,magicfr2,5.5,21.36,10.84,118,105,25,Para2000,5.9,2005
3753,,,,Load,Load,8.0,20.34,12.75,airwave,magicfr3,5.5,16.79,9.6,85,70,20,Para2000,4.4,2007
3754,,,,Load,Load,8.0,22.07,13.28,airwave,magicfr3,5.5,18.22,10.0,95,80,22,Para2000,4.7,2006
3755,,,,Load,Load,8.0,23.95,13.83,airwave,magicfr3,5.5,19.77,10.42,105,90,24,Para2000,5.0,2006
3756,,,,Load,Load,8.0,25.99,14.41,airwave,magicfr3,5.5,21.45,10.86,115,100,26,Para2000,5.5,2006
3757,,,,Load,Load,8.0,28.11,14.99,airwave,magicfr3,5.5,23.2,11.29,125,110,28,Para2000,6.0,2007
3758,,,,Load,Load,7.65,19.37,12.2,airwave,magicfr4,5.5,16.57,9.5,85,70,19,Para2000,4.3,2008
3759,,,,Load,Load,7.65,21.01,12.7,airwave,magicfr4,5.5,17.98,9.9,95,80,21,Para2000,4.9,2008
3760,,,,Load,Load,7.65,22.8,13.2,airwave,magicfr4,5.5,19.51,10.4,105,90,23,Para2000,5.5,2008
3761,,,,Load,Load,7.65,25.14,13.9,airwave,magicfr4,5.5,21.51,10.9,120,100,25,Para2000,6.4,2008
3762,,,,,,8.5,20.51,13.2,airwave,magicfr5,6.07,17.15,10.2,90,80,20,Para2000,6.0,2009
3763,,,,,,8.5,22.25,13.8,airwave,magicfr5,6.07,18.61,10.62,100,90,22,Para2000,6.4,2009
3764,,,,,,8.5,24.53,14.4,airwave,magicfr5,6.07,20.52,11.15,110,100,24.5,Para2000,6.7,2009
3765,,,,,,8.5,27.05,15.2,airwave,magicfr5,6.07,22.62,12.28,122,110,27,Para2000,7.2,2009
3766,,,,,,6.0,21.0,12.0,ailesdek,magistaire,,,,100,80,21,Para2000,8.5,1991
3767,,,B,,B,5.25,38.0,14.12,ozone,magmax,3.82,32.3,11.12,185,110,38,Para2000,8.0,2013
3768,,,B,,B,5.25,41.0,14.67,ozone,magmax,3.82,34.9,11.55,220,130,41,Para2000,8.4,2013
3769,,DHV_1,,,DHV_1,5.04,43.8,14.8,deltafly,magnum,4.01,37.1,12.2,205,145,,Para2000,10.5,1997
3770,,,B,,B,5.1,38.0,13.9,ozone,magnum,3.7,32.36,10.9,185,110,38,Para2000,7.8,2009
3771,,DHV_1,B,,B,5.1,41.0,14.5,ozone,magnum,3.7,34.9,11.3,220,130,41,Para2000,8.8,2006
3772,,,B,,B,5.25,38.0,14.12,ozone,magnum2,3.82,32.3,11.12,185,110,38,Para2000,8.0,2012
3773,,,B,,B,5.25,41.0,14.67,ozone,magnum2,3.82,34.9,11.55,220,130,41,Para2000,8.4,2012
3774,,,,,,1.7,24.0,6.1,parachutesdef,magnum,,,,110,80,,Para2000,4.5,1982
3775,,,,,,4.6,42.3,14.0,sky,maxi,3.84,38.39,12.14,210,130,,Para2000,9.5,1998
3776,,,,,,6.2,23.43,12.06,macpara,magus,5.6,21.2,10.9,95,75,24,Para2000,6.0,2001
3777,,,,,,6.2,25.97,12.69,macpara,magus,5.6,23.5,11.5,110,85,26,Para2000,6.3,2001
3778,,,,,,6.2,28.0,13.17,macpara,magus,5.6,25.34,11.9,120,95,28,Para2000,6.6,2001
3779,,,,,,6.2,23.43,12.06,macpara,magus2,5.6,21.2,10.9,95,75,24,Para2000,5.6,2002
3780,,,,,,6.2,25.97,12.69,macpara,magus2,5.6,23.5,11.5,110,85,26,Para2000,6.2,2002
3781,,,,,,6.2,28.0,13.17,macpara,magus2,5.6,25.34,11.9,120,95,28,Para2000,6.6,2002
3782,,,,,,6.17,22.8,11.86,macpara,magus3,5.36,19.82,10.3,95,80,22,Para2000,5.9,2003
3783,,,,,,6.17,25.0,12.42,macpara,magus3,5.36,21.74,10.8,105,90,25,Para2000,6.2,2003
3784,,,,,,6.17,26.55,12.8,macpara,magus3,5.36,23.09,11.13,115,100,26,Para2000,6.6,2003
3785,,,,,,6.17,28.09,13.16,macpara,magus3,5.36,24.42,11.44,130,110,28,Para2000,6.8,2003
3786,,,,,,6.3,21.24,11.57,macpara,magus4,5.7,19.13,10.44,85,70,21,Para2000,5.9,2005
3787,,,,,,6.3,23.76,12.24,macpara,magus4,5.7,21.46,11.06,97,82,23,Para2000,6.1,2005
3788,,,,,,6.3,25.63,12.71,macpara,magus4,5.7,23.19,11.5,107,92,25,Para2000,6.3,2005
3789,,,,,,6.3,26.83,13.01,macpara,magus4,5.7,24.28,11.77,118,100,26,Para2000,6.6,2005
3790,,,,,,6.3,28.8,13.47,macpara,magus4,5.7,26.07,12.19,135,115,28,Para2000,6.9,2005
3791,,,,Load,Load,6.69,22.37,12.24,macpara,magus5,6.0,20.24,11.0,96,85,22,Para2000,6.3,2006
3792,,,,Load,Load,6.69,25.05,12.95,macpara,magus5,6.0,22.67,11.7,107,94,25,Para2000,6.5,2006
3793,,,,Load,Load,6.69,26.42,13.3,macpara,magus5,6.0,23.91,12.0,115,100,26,Para2000,6.7,2006
3794,,,,Load,Load,6.69,28.15,13.73,macpara,magus5,6.0,25.47,12.4,128,112,28,Para2000,6.9,2006
3795,,,,Load,Load,7.43,23.24,13.14,macpara,magus6,6.56,20.53,11.6,98,85,23,Para2000,6.7,2008
3796,,,,Load,Load,7.43,25.15,13.67,macpara,magus6,6.56,22.21,12.1,108,97,25,Para2000,7.0,2008
3797,,,,Load,Load,7.43,26.03,13.91,macpara,magus6,6.56,22.99,12.3,115,102,26,Para2000,7.2,2008
3798,,,,Load,Load,7.43,27.88,14.4,macpara,magus6,6.56,24.62,12.7,128,112,28,Para2000,7.6,2008
3799,,DHV_2,,,DHV_2,6.23,21.53,11.58,macpara,magusxc,5.5,19.11,10.3,85,70,21,Para2000,6.1,2007
3800,,DHV_2,,,DHV_2,6.23,24.21,12.28,macpara,magusxc,5.5,21.49,10.9,95,80,24,Para2000,6.4,2007
3801,,DHV_2,,,DHV_2,6.23,26.0,12.73,macpara,magusxc,5.5,23.08,11.3,110,90,26,Para2000,6.7,2007
3802,,DHV_2,,,DHV_2,6.23,29.21,13.49,macpara,magusxc,5.5,25.93,11.95,130,105,29,Para2000,7.1,2007
3803,,,D,,D,6.65,23.27,12.44,macpara,magusxc2,5.6,20.56,10.73,87,70,23,Para2000,5.5,2011
3804,,,D,,D,6.65,25.33,12.98,macpara,magusxc2,5.6,22.38,11.19,100,83,25,Para2000,5.9,2011
3805,,,D,,D,6.65,27.2,13.45,macpara,magusxc2,5.6,24.03,11.6,110,90,27,Para2000,6.4,2011
3806,,,,,,6.65,28.69,13.81,macpara,magusxc2,5.6,25.35,11.91,120,100,28,Para2000,6.7,2011
3807,,,D,,D,6.65,30.27,14.19,macpara,magusxc2,5.6,26.75,12.24,135,115,30,Para2000,6.9,2011
3808,,,,,,3.5,22.0,8.8,itv,maia,,,,70,60,23,Para2000,4.5,1989
3809,,,,,,3.5,23.0,9.0,itv,maia,,,,80,70,24,Para2000,5.3,1989
3810,,,,,,3.5,24.0,9.2,itv,maia,,,,80,75,25,Para2000,5.6,1989
3811,,,,,,3.5,25.0,9.4,itv,maia,,,,90,80,26,Para2000,6.3,1989
3812,,,,,,3.8,26.0,10.1,aerotec,maido,,,,75,50,26,Para2000,5.1,1994
3813,,,,,,4.1,27.7,10.6,aerotec,maido,,,,97,75,28,Para2000,5.4,1994
3814,,,,,,3.8,26.0,10.1,condor,carrera,,,,75,50,26,Para2000,5.1,1994
3815,,,,,,4.1,27.7,10.6,condor,carrera,,,,97,75,28,Para2000,5.4,1994
3816,,DHV_1,,,DHV_1,5.0,23.7,10.9,up,makalu,3.8,20.1,8.7,75,55,XS,Para2000,5.9,2001
3817,,DHV_1,,,DHV_1,5.0,26.0,11.4,up,makalu,3.8,22.0,9.1,85,65,S,Para2000,6.3,2001
3818,,DHV_1,,,DHV_1,5.0,28.5,11.9,up,makalu,3.8,24.1,9.5,105,80,M,Para2000,6.7,2001
3819,,DHV_1,,,DHV_1,5.0,31.0,12.4,up,makalu,3.8,26.2,9.9,120,95,L,Para2000,7.1,2001
3820,,DHV_1,,,DHV_1,5.0,33.5,12.9,up,makalu,3.8,28.4,10.3,150,110,XL,Para2000,7.5,2001
3821,,DHV_1,,,DHV_1,5.0,23.8,10.9,up,makalu2,3.7,20.9,8.7,75,55,XS,Para2000,5.6,2004
3822,,DHV_1,,,DHV_1,5.0,26.0,11.4,up,makalu2,3.7,22.8,9.1,85,65,S,Para2000,5.8,2004
3823,,DHV_1,,,DHV_1,5.0,28.5,11.9,up,makalu2,3.7,25.0,9.5,105,80,M,Para2000,6.1,2004
3824,,DHV_1,,,DHV_1,5.0,31.0,12.4,up,makalu2,3.7,27.2,9.9,120,95,L,Para2000,6.6,2004
3825,,DHV_1,,,DHV_1,5.0,33.6,12.9,up,makalu2,3.7,29.5,10.3,150,110,XL,Para2000,6.8,2004
3826,,,B,,B,5.2,24.5,11.3,up,makalu3,3.7,20.7,8.8,75,55,XS,Para2000,4.6,2012
3827,,,B,,B,5.2,26.6,11.8,up,makalu3,3.7,22.4,9.2,90,65,S,Para2000,5.0,2012
3828,,,B,,B,5.2,28.8,12.2,up,makalu3,3.7,24.2,9.5,105,75,M,Para2000,5.4,2012
3829,,,A,,A,5.2,31.1,12.7,up,makalu3,3.7,26.1,9.8,130,95,L,Para2000,5.7,2012
3830,,,B,,B,5.2,22.5,10.9,up,makalulight,3.8,18.9,8.5,75,50,18,Para2000,3.4,2013
3831,,,B,,B,5.2,24.5,11.3,up,makalulight,3.8,20.6,8.8,90,55,20,Para2000,3.5,2013
3832,,,B,,B,5.2,26.6,11.8,up,makalulight,3.8,22.4,9.2,110,65,22,Para2000,3.8,2013
3833,,,B,,B,5.2,28.8,12.2,up,makalulight,3.8,24.2,9.8,135,75,24,Para2000,4.0,2014
3834,,DHV_1,,,DHV_1,3.4,22.5,8.7,krippendorf,malibu,,,,80,55,19,Para2000,5.4,1991
3835,,DHV_1,,,DHV_1,3.7,25.0,9.7,krippendorf,malibu,,,,90,70,21,Para2000,5.9,1991
3836,,DHV_3,,,DHV_3,4.2,27.5,10.8,krippendorf,malibu,,,,100,80,23,Para2000,6.3,1991
3837,,,,,,4.8,30.0,12.0,krippendorf,malibu,,,,115,90,25,Para2000,6.5,1991
3838,,DHV_1,,,DHV_1,3.4,22.5,8.74,orion,malibuc,,,,80,55,19,Para2000,5.4,1991
3839,,DHV_1,,,DHV_1,3.7,25.0,9.66,orion,malibuc,,,,90,60,21,Para2000,5.9,1991
3840,,DHV_3,,,DHV_3,4.2,27.5,10.81,orion,malibuc,,,,100,70,23,Para2000,6.3,1991
3841,AFNOR_Standard,,,,AFNOR_Standard,4.83,25.8,11.2,flyingplanet,malina,3.94,23.0,9.55,85,65,S,Para2000,5.8,1997
3842,AFNOR_Standard,,,,AFNOR_Standard,4.83,28.1,11.7,flyingplanet,malina,3.94,25.1,9.95,100,80,M,Para2000,6.0,1997
3843,AFNOR_Standard,,,,AFNOR_Standard,4.83,30.5,12.15,flyingplanet,malina,3.94,27.2,10.35,120,95,L,Para2000,6.2,1997
3844,,DHV_2,,,DHV_2,5.2,22.23,10.75,mcc,malula,4.11,19.56,8.96,80,60,S,Para2000,5.0,2006
3845,,DHV_2,,,DHV_2,5.2,24.04,11.18,mcc,malula,4.11,21.15,9.32,95,75,M,Para2000,5.2,2006
3846,,DHV_2,,,DHV_2,5.2,25.51,11.51,mcc,malula,4.11,22.44,9.6,110,90,L,Para2000,5.5,2006
3847,,DHV_2,,,DHV_2,5.2,27.59,11.98,mcc,malula,4.11,24.27,9.98,130,105,XL,Para2000,5.9,2006
3848,,DHV_1,,,DHV_1,5.45,23.93,11.42,nova,mamboo,4.01,20.69,9.1,85,65,XS,Para2000,5.5,2005
3849,,DHV_1,,,DHV_1,5.45,26.25,11.96,nova,mamboo,4.01,22.69,9.54,100,80,S,Para2000,6.0,2005
3850,,DHV_1,,,DHV_1,5.45,28.56,12.48,nova,mamboo,4.01,24.69,9.95,110,90,M,Para2000,6.5,2005
3851,,DHV_1,,,DHV_1,5.45,30.86,12.97,nova,mamboo,4.01,26.68,10.34,130,100,L,Para2000,7.0,2005
3852,,,,,,,,,airman,mana,,,,,,,Para2000,,1990
3853,,,,,,6.2,26.0,12.7,zzz,manga,4.5,22.4,10.0,,,,Para2000,,2007
3854,,,B,,B,5.26,40.0,14.5,itv,manitoba,,,,220,120,40,Para2000,8.2,2011
3855,AFNOR_Biplace,,,,AFNOR_Biplace,4.8,41.0,14.5,adg,manta,,,,190,115,,Para2000,9.9,1996
3856,AFNOR_Standard,,,,AFNOR_Standard,5.39,25.41,11.7,dudek,manta,4.14,22.36,9.62,90,65,25,Para2000,6.2,2004
3857,AFNOR_Standard,,,,AFNOR_Standard,5.39,27.23,12.11,dudek,manta,4.14,23.96,9.96,110,85,27,Para2000,6.5,2004
3858,AFNOR_Standard,,,,AFNOR_Standard,5.39,29.17,12.53,dudek,manta,4.14,25.67,10.31,130,105,29,Para2000,6.8,2004
3859,,,,,,5.39,31.18,12.96,dudek,manta,4.14,27.43,10.66,140,120,31,Para2000,7.1,2004
3860,,,,,,2.5,22.0,7.5,edel,manta,,,,80,60,12,Para2000,4.4,1987
3861,,,,,,2.7,26.5,8.3,edel,manta,,,,100,80,13,Para2000,4.9,1987
3862,,DHV_2,,,DHV_2,6.02,24.03,12.02,ozone,mantra,4.48,20.59,9.6,87,70,S,Para2000,5.3,2005
3863,,DHV_2,,,DHV_2,6.02,26.07,12.52,ozone,mantra,4.48,22.34,10.0,102,82,M,Para2000,5.6,2005
3864,,DHV_2,,,DHV_2,6.02,28.58,13.1,ozone,mantra,4.48,24.45,10.47,117,97,L,Para2000,6.0,2005
3865,,DHV_2,,,DHV_2,6.02,31.53,13.78,ozone,mantra,4.48,27.03,11.0,135,112,XL,Para2000,6.3,2005
3866,,DHV_2,,,DHV_2,6.23,24.5,12.4,ozone,mantra2,4.6,20.95,9.8,87,67,S,Para2000,5.5,2007
3867,,DHV_2,,,DHV_2,6.23,26.5,12.8,ozone,mantra2,4.6,22.66,10.2,102,82,M,Para2000,5.8,2006
3868,,DHV_2,,,DHV_2,6.23,29.0,13.4,ozone,mantra2,4.6,24.8,10.7,122,97,L,Para2000,6.4,2007
3869,,DHV_2,D,,D,6.5,24.0,12.49,ozone,mantra3,4.76,20.43,9.86,87,67,S,Para2000,5.8,2009
3870,,DHV_2,D,,D,6.5,26.0,13.0,ozone,mantra3,4.76,22.13,10.26,102,82,M,Para2000,6.0,2009
3871,,DHV_2,D,,D,6.5,28.5,13.61,ozone,mantra3,4.76,24.26,10.75,117,97,L,Para2000,6.2,2009
3872,,,D,,D,6.5,23.1,12.26,ozone,mantra4,4.76,19.7,9.67,85,65,S,Para2000,5.6,2011
3873,,,D,,D,6.5,24.6,12.65,ozone,mantra4,4.76,20.9,9.98,95,80,MS,Para2000,5.8,2011
3874,,,D,,D,6.5,25.6,12.9,ozone,mantra4,4.76,21.8,10.18,105,90,ML,Para2000,6.0,2011
3875,,,D,,D,6.5,28.1,13.52,ozone,mantra4,4.76,23.9,10.67,120,100,L,Para2000,6.1,2011
3876,,,D,,D,6.5,29.66,13.91,ozone,mantra4,4.76,25.2,10.96,130,115,XL,Para2000,6.5,2011
3877,,,,,,6.9,22.1,12.33,ozone,mantra5,5.1,18.6,9.69,85,65,S,Para2000,,2013
3878,,,,,,6.9,23.4,12.69,ozone,mantra5,5.1,19.7,10.0,95,80,MS,Para2000,,2013
3879,,,,,,6.9,24.7,13.05,ozone,mantra5,5.1,20.8,10.26,105,90,ML,Para2000,,2013
3880,,,,,,6.9,,,ozone,mantra5,5.1,,,120,100,L,Para2000,,2013
3881,,,,,,6.9,,,ozone,mantra5,5.1,,,130,115,XL,Para2000,,2013
3882,,,D,,D,6.5,23.1,12.26,ozone,lm4,4.76,19.7,9.67,85,65,S,Para2000,4.6,2011
3883,,,D,,D,6.5,24.6,12.65,ozone,lm4,4.76,20.9,9.98,95,80,MS,Para2000,4.8,2011
3884,,,D,,D,6.5,25.6,12.9,ozone,lm4,4.76,21.8,10.18,105,90,ML,Para2000,4.9,2011
3885,,,D,,D,6.5,28.1,13.52,ozone,lm4,4.76,23.9,10.67,120,100,L,Para2000,5.1,2011
3886,,,D,,D,6.9,22.1,12.33,ozone,lm5,5.1,18.6,9.69,85,65,S,Para2000,3.3,2013
3887,,,D,,D,6.9,23.4,12.69,ozone,lm5,5.1,19.7,10.01,95,80,MS,Para2000,3.4,2013
3888,,,D,,D,6.9,24.7,13.05,ozone,lm5,5.1,20.8,10.26,105,90,ML,Para2000,3.6,2013
3889,,,,,,7.2,24.2,13.2,ozone,mantrar07,5.32,20.92,10.55,100,90,24,Para2000,5.3,2007
3890,,,,,,7.2,26.0,13.68,ozone,mantrar07,5.32,22.48,10.94,110,100,26,Para2000,5.6,2007
3891,,,,,,7.2,28.2,14.2,ozone,mantrar07,5.32,24.39,11.39,120,110,28,Para2000,5.9,2007
3892,,,,,,7.2,24.2,13.2,ozone,mantrar07,5.32,20.92,10.55,100,90,24,Para2000,5.3,2007
3893,,,,,,7.2,26.0,13.68,ozone,mantrar07,5.32,22.48,10.94,110,100,26,Para2000,5.6,2007
3894,,,,,,7.2,28.2,14.2,ozone,mantrar07,5.32,24.39,11.39,120,110,28,Para2000,5.9,2007
3895,,,,,,7.3,23.1,13.0,ozone,mantrar09,5.6,20.0,10.9,100,90,S,Para2000,6.2,2009
3896,,,,,,7.3,24.9,13.5,ozone,mantrar09,5.6,21.5,11.0,110,100,M,Para2000,6.5,2009
3897,,,,,,7.3,26.7,14.0,ozone,mantrar09,5.6,23.2,11.4,120,110,L,Para2000,6.8,2009
3898,,,,,,7.55,20.0,12.3,ozone,mantrar102,,,,95,80,XS,Para2000,5.3,2010
3899,,,,,,7.55,22.0,12.9,ozone,mantrar102,,,,100,90,S,Para2000,5.5,2010
3900,,,,,,7.55,23.7,13.4,ozone,mantrar102,,,,110,100,M,Para2000,5.7,2010
3901,,,,,,7.55,25.7,13.9,ozone,mantrar102,,,,120,110,L,Para2000,5.9,2010
3902,,,,,,7.55,27.6,14.4,ozone,mantrar102,,,,130,120,XL,Para2000,6.2,2010
3903,,,,,,7.3,22.9,12.9,ozone,mantrar103,,,,100,90,S,Para2000,5.6,2010
3904,,,,,,7.3,24.7,13.4,ozone,mantrar103,,,,110,100,M,Para2000,5.8,2010
3905,,,,,,7.3,26.7,14.0,ozone,mantrar103,,,,120,110,L,Para2000,6.0,2010
3906,,,,,,7.55,19.5,12.13,ozone,mantrar11,,,,85,75,XXS,Para2000,5.4,2011
3907,,,,,,7.55,20.7,12.5,ozone,mantrar11,,,,90,80,XS,Para2000,5.6,2011
3908,,,,,,7.55,22.0,12.89,ozone,mantrar11,,,,100,90,S,Para2000,5.5,2011
3909,,,,,,7.55,23.7,13.38,ozone,mantrar11,,,,110,100,M,Para2000,5.7,2011
3910,,,,,,7.55,25.7,13.93,ozone,mantrar11,,,,120,110,L,Para2000,5.9,2011
3911,,,,,,7.55,27.6,14.44,ozone,mantrar11,,,,130,120,XL,Para2000,6.1,2011
3912,,,,,,7.55,20.7,12.5,ozone,mantrar12,5.5,17.5,9.8,95,80,XS,Para2000,5.6,2012
3913,,,,,,7.55,22.0,12.9,ozone,mantrar12,5.5,18.6,10.1,105,90,S,Para2000,5.8,2012
3914,,,,,,7.55,23.7,13.4,ozone,mantrar12,5.5,20.1,10.5,115,100,M,Para2000,6.0,2012
3915,,,,,,7.55,25.7,13.9,ozone,mantrar12,5.5,21.7,10.9,125,110,L,Para2000,6.2,2012
3916,,DHV_1,,,DHV_1,5.0,25.8,11.4,freex,manx,3.7,22.2,9.5,85,60,S,Para2000,4.6,2007
3917,,DHV_1,,,DHV_1,5.0,28.9,12.1,freex,manx,3.7,24.9,9.6,105,80,M,Para2000,5.1,2007
3918,,DHV_1,,,DHV_1,5.0,31.6,12.6,freex,manx,3.7,27.2,10.0,130,100,L,Para2000,5.5,2007
3919,,DHV_2,,,DHV_2,3.0,26.9,9.1,gypaaile,marbore,,,,95,75,,Para2000,4.8,1987
3920,,,,,,,26.0,,freefly,marelene,,,,90,70,26,Para2000,,1992
3921,,,,,,4.6,23.4,10.4,aerostudi,marilyn,3.9,21.4,9.2,75,60,23,Para2000,6.0,1994
3922,,,,,,4.6,26.1,11.0,aerostudi,marilyn,4.1,23.2,9.8,90,70,26,Para2000,6.5,1994
3923,AFNOR_Perf,,,,AFNOR_Perf,4.6,29.6,11.7,aerostudi,marilyn,4.3,25.1,10.4,110,85,29,Para2000,7.0,1994
3924,AFNOR_Perf,,,,AFNOR_Perf,4.9,31.6,12.3,aerostudi,marilyn,4.4,27.1,10.9,130,100,31,Para2000,7.5,1994
3925,,,,,,,20.0,,littlecloud,mario,,,,100,75,20,Para2000,,2012
3926,,,,Load,Load,,23.0,,littlecloud,mario,,,,110,80,23,Para2000,,2011
3927,,,,,,4.66,12.01,7.48,dudek,marlin,3.58,10.62,6.17,,,12,Para2000,,2006
3928,,DHV_2,,,DHV_2,4.6,23.6,10.5,firebird,marlin,4.3,21.0,9.5,75,60,23,Para2000,5.3,1994
3929,AFNOR_Standard,DHV_2,,,DHV_2,4.6,26.1,10.9,firebird,marlin,4.2,24.0,10.0,110,70,26,Para2000,5.7,1994
3930,AFNOR_Standard,DHV_2,,,DHV_2,4.6,28.8,11.4,firebird,marlin,4.1,27.0,10.5,125,90,29,Para2000,6.1,1994
3931,,,,,,5.4,24.0,11.39,paraavis,marlin,,,,80,65,24,Para2000,,2004
3932,,,,,,5.4,26.0,11.86,paraavis,marlin,,,,90,70,26,Para2000,,2004
3933,AFNOR_Standard,,,,AFNOR_Standard,5.4,28.0,12.3,paraavis,marlin,,,,105,80,28,Para2000,,2003
3934,,,,,,5.4,30.0,12.73,paraavis,marlin,,,,120,90,30,Para2000,,2004
3935,,,,,,5.4,36.0,13.9,paraavis,marlin,,,,160,100,36,Para2000,,2004
3936,,,,DUVL,DUVL,5.0,25.0,11.2,powerplay,naja,3.7,21.0,8.8,130,95,21,Para2000,6.0,2007
3937,,,,DUVL,DUVL,5.0,27.2,11.7,powerplay,naja,3.7,23.0,9.2,140,105,23,Para2000,6.5,2007
3938,,,,DUVL,DUVL,5.0,29.5,12.1,powerplay,naja,3.7,25.0,9.6,170,115,25,Para2000,6.9,2007
3939,,,,,,3.8,10.0,6.19,gin,nano,2.99,8.73,5.11,,,10,Para2000,2.6,2006
3940,,,,,,3.8,12.0,6.78,gin,nano,2.99,10.46,5.59,,,12,Para2000,2.8,2006
3941,,,,,,3.8,13.0,7.02,gin,nano,2.99,11.2,5.79,75,45,13,Para2000,2.9,2006
3942,,,,,,3.8,14.0,7.29,gin,nano,2.99,12.09,6.01,100,75,14,Para2000,3.0,2006
3943,,,,,,3.77,9.5,6.29,gin,nano2010,,,,,,9.5,Para2000,2.2,2010
3944,,,,,,3.77,11.0,6.72,gin,nano2010,,,,,,11,Para2000,2.4,2010
3945,,,,,,3.77,12.5,7.0,gin,nano2010,,,,75,45,12.5,Para2000,2.6,2010
3946,,,,,,3.77,14.0,7.26,gin,nano2010,,,,100,75,14,Para2000,2.7,2010
3947,,,,,,5.3,25.1,11.8,firebird,navajo,,,,78,60,25,Para2000,5.9,1993
3948,,,,,,5.5,27.7,12.4,firebird,navajo,,,,95,75,28,Para2000,6.2,1993
3949,,,,,,5.1,31.2,12.6,firebird,navajo,,,,117,90,30,Para2000,6.5,1993
3950,,,,,,3.5,21.9,8.7,airslide,navaro,,,,90,70,22,Para2000,,1990
3951,,,,,,3.8,24.6,9.7,airslide,navaro,,,,105,80,25,Para2000,,1990
3952,,,,,,5.3,25.1,11.8,firebird,navajo,,,,78,60,25,Para2000,5.9,1993
3953,,,,,,5.5,27.7,12.4,firebird,navajo,,,,95,75,28,Para2000,6.2,1993
3954,,,,,,5.1,31.2,12.6,firebird,navajo,,,,117,90,30,Para2000,6.5,1993
