,certif_AFNOR,certif_DHV,certif_EN,certif_MISC,certification,flat_AR,flat_area,flat_span,manufacturer,name,proj_AR,proj_area,proj_span,ptv_maxi,ptv_mini,size,source,weight,year
3485,,DHV_2,,,DHV_2,5.9,28.1,12.9,apco,lambada,4.6,24.8,10.7,110,90,M,Para2000,6.9,2005
3486,AFNOR_Perf,,,,AFNOR_Perf,6.1,29.9,13.6,apco,lambada,4.8,26.4,11.3,130,110,L,Para2000,7.4,2005
3487,,,,,,4.95,15.5,8.76,prodesign,lamna,3.81,13.73,7.23,,,15,Para2000,3.7,2009
3488,,,,,,4.95,17.5,9.31,prodesign,lamna,3.81,15.5,7.68,,,17,Para2000,3.9,2009
3489,,,C,,C,5.65,23.9,11.63,itv,lapoon,4.33,20.8,9.37,85,65,S,Para2000,4.9,2008
3490,,,C,,C,5.65,26.1,12.15,itv,lapoon,4.33,22.7,9.79,100,80,M,Para2000,5.4,2008
3491,,,C,,C,5.65,28.5,12.7,itv,lapoon,4.33,24.79,10.23,120,95,L,Para2000,5.8,2008
3492,,,,,,5.14,28.8,12.0,kimfly,lapys,,,,90,80,M,Para2000,,1999
3493,,,,,,5.2,30.4,12.5,kimfly,lapys,,,,105,90,L,Para2000,,1999
3494,,,,,,5.28,32.0,13.0,kimfly,lapys,,,,120,100,XL,Para2000,,1999
3495,,,,,,2.5,28.0,8.4,windborne,large,,,,110,70,,Para2000,,1988
3496,,,,,,5.3,27.5,12.1,freestyle,laser,4.4,23.2,10.1,95,75,93,Para2000,6.8,1999
3497,,,,,,5.5,29.2,12.7,freestyle,laser,4.5,24.9,10.6,105,85,96,Para2000,7.2,1999
3498,,,,,,5.7,30.9,13.3,freestyle,laser,4.6,26.6,11.1,125,95,100,Para2000,7.6,1999
3499,,,,,,5.0,26.1,10.1,fun2fly,laser,4.7,24.3,9.5,85,65,24,Para2000,,1994
3500,,,,,,5.0,27.8,10.6,fun2fly,laser,4.7,26.0,9.9,95,75,26,Para2000,,1994
3501,,,,,,5.1,30.6,11.1,fun2fly,laser,4.8,28.8,10.5,115,85,29,Para2000,,1994
3502,,,,,,5.6,22.6,11.3,sun,lava,4.4,21.0,9.61,80,60,XS,Para2000,5.6,2013
3503,,,,,,5.6,25.2,11.8,sun,lava,4.4,22.7,9.99,90,70,S,Para2000,6.0,2013
3504,,,C,,C,5.6,27.4,12.3,sun,lava,4.4,24.6,10.41,105,80,M,Para2000,6.4,2013
3505,,,,,,5.6,28.6,12.8,sun,lava,4.4,26.7,10.84,120,95,L,Para2000,6.7,2013
3506,,,,,,5.6,30.9,13.2,sun,lava,4.4,28.5,11.2,135,110,XL,Para2000,7.1,2013
3507,,,,,,5.2,27.1,12.0,airtek,lazer,5.0,25.4,11.2,85,60,S,Para2000,6.8,1996
3508,,,,,,5.3,30.8,12.1,airtek,lazer,5.2,28.0,12.0,96,76,M,Para2000,7.3,1996
3509,,,,,,5.5,32.5,13.2,airtek,lazer,5.3,30.0,12.6,117,87,L,Para2000,7.7,1996
3510,,,,,,4.2,24.7,10.2,luba,lazer,,,,80,60,25,Para2000,5.5,1994
3511,,,,,,4.5,28.5,11.3,luba,lazer,,,,100,78,29,Para2000,6.0,1994
3512,,,B,,B,5.4,22.5,11.0,supair,leaf,3.8,18.9,8.5,80,60,XS,Para2000,4.5,2016
3513,,,B,,B,5.4,24.3,11.4,supair,leaf,3.8,20.4,8.9,95,75,S,Para2000,4.8,2016
3514,,,B,,B,5.4,25.9,11.8,supair,leaf,3.8,21.8,9.2,105,80,M,Para2000,5.0,2016
3515,,,B,,B,5.4,29.1,12.5,supair,leaf,3.8,24.4,9.7,130,100,L,Para2000,5.5,2016
3516,AFNOR_Standard,,,,AFNOR_Standard,3.9,27.4,10.3,dkwhisper,legato,3.6,24.8,9.4,80,65,S,Para2000,,1996
3517,AFNOR_Standard,,,,AFNOR_Standard,4.1,29.4,11.0,dkwhisper,legato,3.8,26.8,10.0,100,78,M,Para2000,,1996
3518,AFNOR_Standard,,,,AFNOR_Standard,4.3,31.6,11.7,dkwhisper,legato,4.0,28.8,10.7,110,85,L,Para2000,,1996
3519,,,,,,4.0,26.0,10.2,brindazur,legend,,,,90,70,M,Para2000,5.5,1992
3520,,,,,,4.0,28.0,10.6,brindazur,legend,,,,100,80,L,Para2000,6.2,1992
3521,AFNOR_Perf,,,,AFNOR_Perf,4.3,28.0,11.04,trekking,legend,3.91,25.2,10.04,85,65,S,Para2000,7.3,1995
3522,AFNOR_Perf,,,,AFNOR_Perf,4.45,29.5,11.5,trekking,legend,4.04,26.5,10.44,95,75,M,Para2000,7.7,1995
3523,AFNOR_Perf,,,,AFNOR_Perf,4.55,31.0,11.96,trekking,legend,4.14,27.9,10.87,105,85,L,Para2000,8.0,1995
3524,AFNOR_Perf,,,,AFNOR_Perf,4.7,32.5,12.42,trekking,legend,4.27,29.2,11.28,125,95,XL,Para2000,8.3,1995
3525,,,,,,2.0,21.5,6.3,gypaaile,lenticulaire,,,,80,60,,Para2000,5.0,1987
3526,,DHV_1,,,DHV_1,4.7,25.5,10.9,comet,level,,,,90,65,60,Para2000,5.8,1996
3527,,DHV_1,,,DHV_1,4.9,27.6,11.7,comet,level,,,,110,85,80,Para2000,6.2,1996
3528,,,,,,5.2,29.7,12.5,comet,level,,,,120,90,100,Para2000,6.6,1996
3529,,,,,,4.6,24.0,10.51,airsport,lhotse2,3.42,20.65,8.41,70,50,24,Para2000,4.0,2006
3530,,,,,,4.6,26.0,10.94,airsport,lhotse2,3.42,22.35,8.75,90,70,26,Para2000,4.2,2006
3531,,,,,,4.6,28.0,11.36,airsport,lhotse2,3.42,24.12,9.09,115,90,28,Para2000,4.5,2006
3532,,,,,,4.6,30.0,11.75,airsport,lhotse2,3.42,25.82,9.4,130,105,30,Para2000,5.4,2006
3533,,,,,,4.6,24.0,10.51,airsport,lhotse3,3.42,20.65,8.41,70,50,24,Para2000,4.0,2015
3534,,,,,,4.6,26.0,10.94,airsport,lhotse3,3.42,22.35,8.75,90,70,26,Para2000,4.2,2015
3535,,,,,,4.6,28.0,11.36,airsport,lhotse3,3.42,24.12,9.09,115,90,28,Para2000,4.5,2015
3536,,,,,,4.6,30.0,11.75,airsport,lhotse3,3.42,25.82,9.4,130,105,31,Para2000,5.4,2015
3537,,,,,,5.6,22.2,11.1,sun,libero,4.4,20.6,9.6,75,55,XS,Para2000,6.3,2004
3538,,,,,,5.6,24.1,11.6,sun,libero,4.4,22.3,10.0,85,65,S,Para2000,6.5,2004
3539,AFNOR_Perf,,,,AFNOR_Perf,5.6,26.2,12.1,sun,libero,4.4,24.2,10.4,100,75,M,Para2000,6.7,2004
3540,,,,,,5.6,28.3,12.6,sun,libero,4.4,26.2,10.8,115,90,L,Para2000,7.0,2004
3541,,,,,,6.0,21.09,11.29,sun,libero2,4.4,17.79,8.9,70,55,XS,Para2000,,2016
3542,,,,,,6.0,23.09,11.79,sun,libero2,4.4,19.39,9.3,85,65,S,Para2000,,2016
3543,,,,,,6.0,24.39,12.09,sun,libero2,4.4,20.49,9.5,95,75,SM,Para2000,,2016
3544,,,C,,C,6.0,25.69,12.49,sun,libero2,4.4,21.69,9.8,105,85,M,Para2000,,2016
3545,,,,,,6.0,27.29,12.79,sun,libero2,4.4,23.0,10.1,115,95,L,Para2000,,2016
3546,,,,,,6.0,30.0,13.5,sun,libero2,4.4,25.3,10.6,130,110,XL,Para2000,,2016
3547,,,,,,4.6,24.8,10.8,afm,liberty,,,,80,70,88,Para2000,,1995
3548,,,,,,4.6,27.6,11.4,afm,liberty,,,,95,80,93,Para2000,,1995
3549,,,,,,3.7,22.9,9.2,vts,liberty,,,,85,70,21,Para2000,6.2,1992
3550,,,,,,3.9,25.7,10.1,vts,liberty,,,,100,75,24,Para2000,6.8,1992
3551,,,,,,4.2,28.5,10.9,vts,liberty,,,,115,85,27,Para2000,7.4,1992
3552,,,,,,5.54,25.54,11.9,apco,libra,4.35,22.79,9.94,75,55,XS,Para2000,5.8,2009
3553,,,C,,C,5.65,26.36,12.2,apco,libra,4.45,23.53,10.22,95,70,S,Para2000,6.0,2009
3554,,,C,,C,5.87,28.0,12.82,apco,libra,4.65,25.01,10.78,110,85,M,Para2000,6.3,2009
3555,,,C,,C,6.09,29.64,13.44,apco,libra,4.85,26.49,11.34,130,100,L,Para2000,6.8,2009
3556,,DHV_1,,,DHV_1,4.7,26.4,11.1,airea,lift,3.2,21.9,8.4,75,50,S,Para2000,5.2,1996
3557,,DHV_1,,,DHV_1,4.7,29.9,11.8,airea,lift,3.3,26.4,9.4,95,70,M,Para2000,5.4,1996
3558,,DHV_1,,,DHV_1,4.7,33.4,12.5,airea,lift,3.4,29.2,10.0,120,95,L,Para2000,5.7,1996
3559,,,,,,4.86,26.17,11.28,apco,lift,3.83,23.18,9.43,100,70,40,Para2000,5.9,2012
3560,,,,,,5.08,28.0,11.93,apco,lift,4.0,24.8,9.97,120,85,42,Para2000,6.5,2012
3561,,,,,,5.3,29.82,12.58,apco,lift,4.17,26.41,10.51,140,110,44,Para2000,7.1,2012
3562,,,,,,4.86,39.0,13.77,apco,lift,3.83,34.5,11.5,400,200,400,Para2000,8.5,2014
3563,,,,,,5.08,42.0,14.6,apco,lift,4.0,37.2,12.2,450,250,450,Para2000,9.3,2012
3564,,,,,,4.86,26.17,11.28,apco,lift,3.83,23.18,9.43,100,70,40,Para2000,5.9,2012
3565,,,,,,5.08,28.0,11.93,apco,lift,4.0,24.8,9.97,120,85,42,Para2000,6.5,2012
3566,,,,,,5.3,29.82,12.58,apco,lift,4.17,26.41,10.51,140,110,44,Para2000,7.1,2012
3567,,,,,,4.86,39.0,13.77,apco,lift,3.83,34.5,11.5,400,200,400,Para2000,8.5,2014
3568,,,,,,5.08,42.0,14.6,apco,lift,4.0,37.2,12.2,450,250,450,Para2000,9.3,2012
3569,,,,,,5.0,24.0,10.9,sky,lift,,,,75,60,24,Para2000,5.8,2000
3570,AFNOR_Standard,,,,AFNOR_Standard,5.0,26.0,11.4,sky,lift,,,,90,70,26,Para2000,6.0,1999
3571,AFNOR_Standard,,,,AFNOR_Standard,5.0,28.0,11.9,sky,lift,,,,105,85,28,Para2000,6.2,1999
3572,,,,,,5.0,30.3,12.3,sky,lift,,,,125,100,30,Para2000,6.5,2000
3573,,,,,,4.86,26.17,11.28,apco,lift,3.83,23.18,9.43,100,70,40,Para2000,5.9,2012
3574,,,,,,5.08,28.0,11.93,apco,lift,4.0,24.8,9.97,120,85,42,Para2000,6.5,2012
3575,,,,,,5.3,29.82,12.58,apco,lift,4.17,26.41,10.51,140,110,44,Para2000,7.1,2012
3576,,,,,,4.86,39.0,13.77,apco,lift,3.83,34.5,11.5,400,200,400,Para2000,8.5,2014
3577,,,,,,5.08,42.0,14.6,apco,lift,4.0,37.2,12.2,450,250,450,Para2000,9.3,2012
3578,,,,,,4.86,26.17,11.28,apco,lift,3.83,23.18,9.43,100,70,40,Para2000,5.9,2012
3579,,,,,,5.08,28.0,11.93,apco,lift,4.0,24.8,9.97,120,85,42,Para2000,6.5,2012
3580,,,,,,5.3,29.82,12.58,apco,lift,4.17,26.41,10.51,140,110,44,Para2000,7.1,2012
3581,,,,,,4.86,39.0,13.77,apco,lift,3.83,34.5,11.5,400,200,400,Para2000,8.5,2014
3582,,,,,,5.08,42.0,14.6,apco,lift,4.0,37.2,12.2,450,250,450,Para2000,9.3,2012
3583,,,,,,4.9,25.8,11.22,apco,liftez,3.8,22.3,9.15,100,70,S,Para2000,5.5,2015
3584,,,,,,5.1,27.5,11.84,apco,liftez,4.0,23.5,9.65,120,85,M,Para2000,5.9,2015
3585,,,,,,5.32,29.2,12.46,apco,liftez,4.2,25.1,10.17,140,110,L,Para2000,6.1,2015
3586,,,,,,3.7,23.0,9.2,bluephoenix,light,,,,90,70,80,Para2000,,1993
3587,,,,,,3.7,26.0,9.7,bluephoenix,light,,,,100,80,90,Para2000,,1993
3588,,DHV_1,,,DHV_1,4.7,25.2,10.9,inferno,light,4.5,23.9,10.4,85,60,60,Para2000,4.7,1994
3589,,DHV_1,,,DHV_1,4.9,27.6,11.7,inferno,light,4.7,26.2,11.1,115,80,80,Para2000,5.0,1994
3590,,,,,,4.8,24.56,10.83,gradient,topas,4.1,21.16,9.28,80,70,24,Para2000,5.6,1997
3591,AFNOR_Standard,,,,AFNOR_Standard,5.1,27.34,11.8,gradient,topas,4.3,23.95,10.18,95,75,26,Para2000,6.0,1997
3592,AFNOR_Standard,,,,AFNOR_Standard,5.1,30.14,12.7,gradient,topas,4.3,26.4,10.7,110,85,28,Para2000,6.5,1997
3593,,,,,,5.2,26.2,11.7,freex,lion,4.5,22.8,10.1,80,65,S,Para2000,6.0,2007
3594,,,,,,5.2,28.5,12.2,freex,lion,4.5,24.7,10.5,105,85,M,Para2000,6.2,2007
3595,,,,,,5.2,30.8,12.7,freex,lion,4.5,26.8,11.0,125,100,L,Para2000,7.2,2007
3596,,,,,,4.55,15.0,8.27,ozone,litespeed,3.45,13.2,6.75,95,70,15,Para2000,2.1,2015
3597,,,,,,4.55,17.0,8.79,ozone,litespeed,3.45,14.9,7.18,95,80,17,Para2000,2.3,2015
3598,,,,,,4.55,19.0,9.31,ozone,litespeed,3.45,16.7,7.6,105,80,19,Para2000,2.5,2015
3599,AFNOR_Standard,,,,AFNOR_Standard,5.4,22.7,11.0,edel,live,4.3,20.2,9.3,80,55,XS,Para2000,5.6,2002
3600,,DHV_1,,,DHV_1,5.4,24.7,11.5,edel,live,4.3,22.1,9.7,95,70,S,Para2000,5.9,2002
3601,,DHV_1,,,DHV_1,5.4,27.4,12.1,edel,live,4.3,24.4,10.2,105,80,M,Para2000,6.2,2002
3602,,DHV_1,,,DHV_1,5.4,29.6,12.6,edel,live,4.3,26.4,10.6,125,100,L,Para2000,6.8,2002
3603,,,,,,5.4,31.9,13.1,edel,live,4.3,28.5,11.0,140,110,XL,Para2000,7.2,2002
3604,,,D,,D,6.5,23.1,12.26,ozone,lm4,4.76,19.7,9.67,85,65,S,Para2000,4.6,2011
3605,,,D,,D,6.5,24.6,12.65,ozone,lm4,4.76,20.9,9.98,95,80,MS,Para2000,4.8,2011
3606,,,D,,D,6.5,25.6,12.9,ozone,lm4,4.76,21.8,10.18,105,90,ML,Para2000,4.9,2011
3607,,,D,,D,6.5,28.1,13.52,ozone,lm4,4.76,23.9,10.67,120,100,L,Para2000,5.1,2011
3608,,,D,,D,6.9,22.1,12.33,ozone,lm5,5.1,18.6,9.69,85,65,S,Para2000,3.3,2013
3609,,,D,,D,6.9,23.4,12.69,ozone,lm5,5.1,19.7,10.01,95,80,MS,Para2000,3.4,2013
3610,,,D,,D,6.9,24.7,13.05,ozone,lm5,5.1,20.8,10.26,105,90,ML,Para2000,3.6,2013
3611,,,,,,5.55,23.8,11.5,sun,loche,4.05,20.05,9.01,80,60,XS,Para2000,5.1,2015
3612,,,,,,5.55,25.09,11.81,sun,loche,4.05,21.19,9.26,95,75,S,Para2000,5.3,2015
3613,,,B,,B,5.55,26.49,12.12,sun,loche,4.05,22.29,9.5,105,85,M,Para2000,5.6,2015
3614,,,,,,5.55,28.09,12.17,sun,loche,4.05,23.69,9.8,115,95,L,Para2000,5.9,2015
3615,,,,,,5.55,30.81,13.09,sun,loche,4.05,26.02,10.27,130,110,XL,Para2000,6.3,2015
3616,,,,,,4.4,25.7,10.6,bilsam,lofty,3.5,23.3,9.1,80,50,I,Para2000,,2001
3617,,,,,,4.4,27.5,11.1,bilsam,lofty,3.5,24.9,9.4,105,75,II,Para2000,,2001
3618,,,,,,4.4,29.5,11.4,bilsam,lofty,3.5,26.7,9.7,130,100,III,Para2000,,2001
3619,,DHV_1,,,DHV_1,5.14,24.98,11.33,airwave,logic,4.4,21.38,9.7,85,65,S,Para2000,5.9,2001
3620,,DHV_1,,,DHV_1,5.14,27.11,11.8,airwave,logic,4.4,23.2,10.1,100,80,M,Para2000,6.7,2001
3621,,DHV_1,,,DHV_1,5.14,29.32,12.28,airwave,logic,4.4,25.09,10.5,120,95,L,Para2000,7.4,2001
3622,,,C,,C,4.75,18.0,9.2,nervures,lol,,,,75,55,18,Para2000,2.6,2011
3623,,,B,,B,4.75,20.4,9.8,nervures,lol,,,,75,55,20,Para2000,3.3,2009
3624,,,,,,4.75,20.4,9.8,nervures,lol,,,,75,55,Ultra,Para2000,2.8,2010
3625,,,C,,C,4.75,18.0,9.2,nervures,lol,,,,75,55,18,Para2000,2.6,2011
3626,,,B,,B,4.75,20.4,9.8,nervures,lol,,,,75,55,20,Para2000,3.3,2009
3627,,,,,,4.75,20.4,9.8,nervures,lol,,,,75,55,Ultra,Para2000,2.8,2010
3628,AFNOR_Perf,,,,AFNOR_Perf,5.9,25.0,12.1,aerostudi,lola,4.9,21.4,10.2,85,65,25,Para2000,7.0,1996
3629,,,,,,5.9,27.5,12.7,aerostudi,lola,4.9,23.5,10.7,100,77,27,Para2000,7.5,1996
3630,,,,,,6.3,17.05,10.4,windtech,loop,4.8,15.88,8.7,120,60,17,Para2000,,2007
3631,,,,,,5.61,17.2,9.82,windtech,loop2,4.78,15.6,8.64,100,65,17,Para2000,5.3,2015
3632,,,,,,5.61,18.2,10.11,windtech,loop2,4.78,16.5,8.89,110,75,18,Para2000,5.5,2015
3633,,,,,,5.61,19.2,10.38,windtech,loop2,4.78,17.45,9.13,120,85,19,Para2000,5.7,2015
3634,,,C,,C,6.4,23.15,12.18,sol,lotus,4.8,19.95,9.78,90,70,S,Para2000,5.9,2014
3635,,,C,,C,6.4,24.6,12.55,sol,lotus,4.8,21.2,10.08,100,85,M,Para2000,6.2,2014
3636,,,C,,C,6.4,26.1,12.92,sol,lotus,4.8,22.49,10.39,110,95,L,Para2000,6.4,2014
3637,,,C,,C,6.4,28.16,13.42,sol,lotus,4.8,24.27,10.78,125,105,XL,Para2000,6.7,2014
3638,AFNOR_Standard,,,,AFNOR_Standard,4.5,25.5,10.7,airsystems,lover,4.0,23.2,9.6,85,65,S,Para2000,6.0,2001
3639,AFNOR_Standard,,,,AFNOR_Standard,4.5,28.5,11.3,airsystems,lover,4.0,25.6,10.1,105,80,M,Para2000,6.5,2001
3640,AFNOR_Standard,,,,AFNOR_Standard,4.5,31.5,11.9,airsystems,lover,4.0,28.5,10.7,125,95,L,Para2000,7.0,2001
3641,,,,,,5.8,25.7,11.9,e2ra,loyly,,,,95,80,25,Para2000,7.3,1999
3642,AFNOR_Perf,,,,AFNOR_Perf,5.8,28.4,12.6,e2ra,loyly,,,,105,80,28,Para2000,7.6,1999
3643,,,,,,5.8,31.5,13.2,e2ra,loyly,,,,120,100,30,Para2000,8.0,1999
3644,,DHV_1,,,DHV_1,4.33,22.87,9.95,macpara,muse,3.8,19.4,8.6,80,60,23,Para2000,5.1,2002
3645,,DHV_1,,,DHV_1,4.65,25.59,10.91,macpara,muse,4.02,22.13,9.4,90,70,25,Para2000,5.4,2002
3646,,DHV_1,,,DHV_1,4.65,28.66,11.55,macpara,muse,4.02,24.78,10.0,110,85,28,Para2000,5.9,2002
3647,,DHV_1,,,DHV_1,4.65,30.7,11.95,macpara,muse,4.02,26.55,10.3,130,100,30,Para2000,6.4,2002
3648,,,,,,4.66,33.55,15.5,macpara,muse,4.03,29.01,10.8,145,115,33,Para2000,6.9,2003
3649,,,B,,B,4.65,22.85,10.31,macpara,muse2,4.04,19.88,8.96,80,60,23,Para2000,5.2,2005
3650,,,B,,B,4.65,25.74,10.91,macpara,muse2,4.04,22.26,9.5,90,70,25,Para2000,5.5,2005
3651,,,B,,B,4.65,28.66,11.55,macpara,muse2,4.04,24.93,10.03,110,85,28,Para2000,6.0,2005
3652,,DHV_1,,,DHV_1,4.65,30.7,11.95,macpara,muse2,4.04,26.71,10.4,130,100,30,Para2000,6.5,2005
3653,,,,,,4.66,33.55,12.5,macpara,muse2,4.04,29.18,10.86,145,115,33,Para2000,7.0,2005
3654,,,A,,A,5.0,21.24,10.31,macpara,muse3,4.61,19.48,9.51,75,58,21,Para2000,4.7,2013
3655,,,A,,A,5.0,23.75,10.9,macpara,muse3,4.61,21.78,10.03,85,67,24,Para2000,5.0,2011
3656,,,A,,A,5.0,25.7,11.34,macpara,muse3,4.61,23.56,10.43,95,75,26,Para2000,5.1,2011
3657,,,A,,A,5.0,28.06,11.85,macpara,muse3,4.61,25.73,10.9,110,85,28,Para2000,5.3,2011
3658,,,A,,A,5.0,30.64,12.38,macpara,muse3,4.61,28.1,11.39,135,105,31,Para2000,5.6,2011
3659,,,A,,A,5.16,21.68,10.58,macpara,muse4,3.83,18.94,8.52,75,60,22,Para2000,4.7,2015
3660,,,A,,A,5.16,24.01,11.13,macpara,muse4,3.83,20.97,8.96,85,67,24,Para2000,4.9,2015
3661,,,A,,A,5.16,26.07,11.6,macpara,muse4,3.83,22.78,9.34,95,75,26,Para2000,5.1,2015
3662,,,A,,A,5.16,28.0,12.02,macpara,muse4,3.83,24.46,9.68,110,85,28,Para2000,5.3,2015
3663,,,A,,A,5.16,30.28,12.5,macpara,muse4,3.83,26.46,10.07,135,105,30,Para2000,5.5,2015
3664,,,,,,5.16,34.5,13.34,macpara,muse4,3.83,30.14,10.74,150,115,34,Para2000,5.9,2015
3665,,,,,,5.35,22.0,10.85,bgd,luna,3.91,19.08,8.64,85,60,22,Para2000,6.0,2014
3666,,,C,,C,5.35,26.7,11.95,bgd,luna,3.99,22.75,9.52,105,80,27,Para2000,6.3,2013
3667,,,,,,5.94,25.5,12.31,dudek,lux,4.89,23.22,10.65,90,60,25,Para2000,6.5,2000
3668,AFNOR_Perf,,,,AFNOR_Perf,5.94,27.33,12.74,dudek,lux,4.89,24.88,11.03,105,80,27,Para2000,6.8,2000
3669,,,,,,5.94,29.28,13.19,dudek,lux,4.89,26.65,11.42,130,100,29,Para2000,7.2,2000
3670,,,,,,4.67,24.25,10.64,kimfly,m,3.65,20.05,8.55,100,75,24,Para2000,3.3,2015
3671,,DHV_2,,,DHV_2,6.23,24.5,12.4,ozone,mantra2,4.6,20.95,9.8,87,67,S,Para2000,5.5,2007
3672,,DHV_2,,,DHV_2,6.23,26.5,12.8,ozone,mantra2,4.6,22.66,10.2,102,82,M,Para2000,5.8,2006
3673,,DHV_2,,,DHV_2,6.23,29.0,13.4,ozone,mantra2,4.6,24.8,10.7,122,97,L,Para2000,6.4,2007
3674,,DHV_2,D,,D,6.5,24.0,12.49,ozone,mantra3,4.76,20.43,9.86,87,67,S,Para2000,5.8,2009
3675,,DHV_2,D,,D,6.5,26.0,13.0,ozone,mantra3,4.76,22.13,10.26,102,82,M,Para2000,6.0,2009
3676,,DHV_2,D,,D,6.5,28.5,13.61,ozone,mantra3,4.76,24.26,10.75,117,97,L,Para2000,6.2,2009
3677,,,D,,D,6.5,23.1,12.26,ozone,mantra4,4.76,19.7,9.67,85,65,S,Para2000,5.6,2011
3678,,,D,,D,6.5,24.6,12.65,ozone,mantra4,4.76,20.9,9.98,95,80,MS,Para2000,5.8,2011
3679,,,D,,D,6.5,25.6,12.9,ozone,mantra4,4.76,21.8,10.18,105,90,ML,Para2000,6.0,2011
3680,,,D,,D,6.5,28.1,13.52,ozone,mantra4,4.76,23.9,10.67,120,100,L,Para2000,6.1,2011
3681,,,D,,D,6.5,29.66,13.91,ozone,mantra4,4.76,25.2,10.96,130,115,XL,Para2000,6.5,2011
3682,,,,,,6.9,22.1,12.33,ozone,mantra5,5.1,18.6,9.69,85,65,S,Para2000,,2013
3683,,,,,,6.9,23.4,12.69,ozone,mantra5,5.1,19.7,10.0,95,80,MS,Para2000,,2013
3684,,,,,,6.9,24.7,13.05,ozone,mantra5,5.1,20.8,10.26,105,90,ML,Para2000,,2013
3685,,,,,,6.9,,,ozone,mantra5,5.1,,,120,100,L,Para2000,,2013
3686,,,,,,6.9,,,ozone,mantra5,5.1,,,130,115,XL,Para2000,,2013
3687,,,,,,3.5,25.0,9.4,aerotec,macabou,,,,75,50,25,Para2000,6.0,1994
3688,,,,,,3.6,27.0,10.3,aerotec,macabou,,,,97,75,27,Para2000,6.0,1994
3689,,,,,,4.7,42.3,13.5,swingup,macaon,4.2,37.8,12.6,200,120,38,Para2000,8.0,1993
3690,,DHV_1,,,DHV_1,4.9,41.1,14.19,ozone,mcdaddy,3.62,35.1,11.27,200,130,41,Para2000,8.4,2003
3691,,DHV_1,,,DHV_1,4.9,43.8,14.64,ozone,mcdaddy,3.62,37.8,11.69,230,140,44,Para2000,8.9,2003
3692,,,,,,5.23,22.02,10.73,macpara,macjet,4.53,19.06,9.3,100,77,22,Para2000,5.8,2010
3693,,,,,,5.23,24.33,11.28,macpara,macjet,4.53,21.06,9.8,110,85,24,Para2000,6.0,2010
3694,,,,,,5.23,26.21,11.71,macpara,macjet,4.53,22.68,10.12,130,100,26,Para2000,6.3,2010
3695,,,,,,5.23,28.44,12.2,macpara,macjet,4.53,24.61,10.6,147,115,28,Para2000,6.6,2010
3696,,,,,,5.23,31.06,12.75,macpara,macjet,4.53,26.87,11.0,180,140,31,Para2000,7.0,2010
3697,,,,Load,Load,6.03,22.66,11.02,airwave,magic3,4.3,19.78,9.19,75,50,XS,Para2000,6.3,2003
3698,,DHV_2,,,DHV_2,6.03,24.67,12.2,airwave,magic3,5.3,21.65,10.7,85,65,S,Para2000,7.0,2003
3699,,DHV_2,,,DHV_2,6.03,26.77,12.7,airwave,magic3,5.3,23.49,11.15,105,80,M,Para2000,7.5,2003
3700,,DHV_2,,,DHV_2,6.03,28.95,13.2,airwave,magic3,5.3,25.41,11.6,125,100,L,Para2000,8.1,2003
3701,,,,,,5.7,25.0,12.0,cpproducts,macro,,,,90,70,S,Para2000,6.5,1998
3702,,,,,,5.7,28.0,12.6,cpproducts,macro,,,,100,80,M,Para2000,6.8,1998
3703,,,,,,5.7,31.0,13.3,cpproducts,macro,,,,110,90,L,Para2000,7.1,1998
3704,,,,,,6.26,26.47,12.87,prodesign,madmax,4.73,22.97,10.42,105,90,M,Para2000,7.9,1999
3705,,,,,,6.26,28.73,13.41,prodesign,madmax,4.73,24.93,10.86,120,100,L,Para2000,8.4,1999
3706,,,,,,4.7,20.67,9.86,skyjam,madness,3.46,18.17,7.93,60,45,18,Para2000,4.0,2006
3707,,,,,,4.7,22.36,10.25,skyjam,madness,3.46,19.65,8.24,74,56,19,Para2000,4.3,2005
3708,,,,,,2.1,17.7,6.1,vs,magic,,,,70,50,18,Para2000,3.5,1987
3709,,DHV_3,,,DHV_3,2.7,23.5,7.8,vs,magic,,,,105,50,24,Para2000,4.1,1986
3710,,,,,,2.9,24.9,8.5,vs,magic,,,,90,70,25,Para2000,4.5,1986
3711,,DHV_2,,,DHV_2,3.1,26.6,9.1,vs,magic,,,,100,65,27,Para2000,4.7,1986
3712,,,,,,2.8,29.6,9.1,vs,magic,,,,120,90,30,Para2000,5.5,1986
3713,,,,,,3.5,32.7,10.7,vs,magic,,,,180,110,36,Para2000,7.0,1987
3714,,,,,,3.5,38.2,11.5,vs,magic,,,,195,130,42,Para2000,7.5,1988
3715,,,,,,5.41,22.03,10.9,airwave,magic,4.5,19.01,9.3,70,50,XS,Para2000,5.7,2001
3716,,DHV_2,,,DHV_2,6.03,24.44,12.2,airwave,magic,5.0,21.44,10.35,90,65,S,Para2000,6.5,2000
3717,,DHV_2,,,DHV_2,6.03,26.52,12.6,airwave,magic,5.0,23.26,10.78,100,75,M,Para2000,7.0,2000
3718,,DHV_2,,,DHV_2,6.03,28.68,13.2,airwave,magic,5.0,25.16,11.22,120,95,L,Para2000,7.6,2000
3719,,,,,,6.0,27.0,12.7,airwave,magic2,,,,100,75,,Para2000,,2002
3720,,,,Load,Load,6.03,22.66,11.02,airwave,magic3,4.3,19.78,9.19,75,50,XS,Para2000,6.3,2003
